asin,title,title_length,price,total_images,gallery_video_count,has_video,has_aplus,top_keywords,unique_keyword_count,total_word_count,sentiment_keywords,has_quality_words,has_material_words,has_benefit_words,quantity_sold_365days,classification,sku_type,rating_numeric,reviews_count_numeric
B00DV339YM,NOVICA Artisan handmade cotton handbag unique shoulder from thailand handbags pink patterned animal themed elephant ' siamese blush',18,47,6,1,TRUE,TRUE,"novica, artisan, handmade, cotton, handbag, unique, shoulder, thailand, handbags, pink, patterned, animal, themed, elephant, siamese, blush",16,16,"artisan, handmade, unique",TRUE,TRUE,FALSE,5,Handbags,Basic Item,,
B07KNHHY27,NOVICA Artisan Handmade .925 Sterling Silver Cocktail Ring Feathered Wings Indonesia 'Winged Glory',13,57,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, cocktail, ring, feathered, wings, indonesia, winged, glory",13,13,"artisan, handmade",TRUE,FALSE,FALSE,17,Jewelry,Child,4.5,146
B01D1WD6O0,NOVICA Artisan Handcrafted Sterling Silver Dangle Earrings Balinese Leaf Theme Indonesia Tree [2.1 in L x 0.9 in W] ' Bali Bay Leaf',23,59,8,1,TRUE,TRUE,"leaf, novica, artisan, handcrafted, sterling, silver, dangle, earrings, balinese, theme, indonesia, tree, bali, bay",14,15,"artisan, handcrafted",TRUE,FALSE,FALSE,10,Jewelry,Basic Item,4.6,12
B004Q6TNB6,NOVICA Artisan Handmade Lapis Lazuli Dangle Earrings Crafted Sterling Silver Blue India Royal Classic Reflecting Pond Snorkel Happiness Birthstone [1.4 in L x 0.6 in W x 0.4 in D] ' Blue Mystique',33,147,8,1,TRUE,TRUE,"blue, novica, artisan, handmade, lapis, lazuli, dangle, earrings, crafted, sterling, silver, india, royal, classic, reflecting, pond, snorkel, happiness, birthstone, mystique",20,21,"artisan, handmade, crafted, happiness",TRUE,FALSE,FALSE,3,Jewelry,Basic Item,4.7,16
B06VV9XM85,NOVICA Artisan Handmade Cedar Leather Decorative Box Floral Bird from Peru Brown Wood Accessories Boxes [7in H x 8.75in W x 7in D] ' Andean Flight',26,177,8,2,TRUE,TRUE,"novica, artisan, handmade, cedar, leather, 7in, item, quality, decorative, box, floral, bird, peru, brown, wood, accessories, boxes, 75in, andean, flight, size, artisans, using, time, honored, traditional, methods, includes, official, card",44,54,"artisan, handmade, quality, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,13,Decor Accessories,Basic Item,5,15
B07526WX47,NOVICA Artisan Handmade Marcasite Cocktail Ring Thai Silver Sterling Grey Thailand 'Magical Love Knot',14,14,8,1,TRUE,TRUE,"novica, artisan, handmade, marcasite, cocktail, ring, thai, silver, sterling, grey, thailand, magical, love, knot",14,14,"artisan, handmade, love",TRUE,FALSE,FALSE,1,Jewelry,Child,4.1,12
B01JKG9WKS,"NOVICA Blue Ceramic Metal Floral Decorative Cabinet Knobs 'Floral Beauties In Indigo' (Set Of 6, Screws Included)",17,27,5,2,TRUE,TRUE,"novica, knobs, ceramic, artist, metal, floral, cabinet, indigo, khalid, make, artisan, crafted, brass, designs, like, blue, decorative, set, screws, handcrafted, flowers, any, drawers, cabinets, item, happiness, art, quality, bansi, jhalani",252,389,"artisan, crafted, handcrafted, happiness, quality, charming, mission, empowering, preserving, inspired, ancient, impact, ideal, celebrating, culture",TRUE,TRUE,TRUE,1,Decor Accessories,Basic Item,4.6,5
B00637W5RK,NOVICA Artisan Handmade Men's .925 Sterling Silver Leather Braided Bracelet Snake Black Indonesia Animal Themed Halloween 'Cobra',17,94,8,1,TRUE,TRUE,"novica, artisan, handmade, men, 925, sterling, silver, leather, braided, bracelet, snake, black, indonesia, animal, themed, halloween, cobra",17,17,"artisan, handmade",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,2.9,17
B07527K3VJ,NOVICA Artisan Handmade Sterling Silver Band Ring Unisex Braided from Bali Indonesia [band Width 7 mm W] ' Singaraja Weave',20,69,8,1,TRUE,TRUE,"band, novica, artisan, handmade, sterling, silver, ring, unisex, braided, bali, indonesia, width, singaraja, weave",14,15,"artisan, handmade",TRUE,FALSE,FALSE,13,Jewelry,Child,5,6
B08NC6JK24,NOVICA Artisan Handmade Amethyst Dangle Earrings Sterling Silver with Indonesia Birthstone Gemstone [2 in L x 1 in W x 0.1 in D] ' Sky' S Heart in Purple',29,64,7,0,FALSE,FALSE,"silver, bali, sterling, jewelry, novica, handmade, dangle, earrings, purple, artisans, happy, high, artisan, amethyst, indonesia, birthstone, gemstone, sky, heart, works, together, talented, artists, designers, around, world, produce, stunning, keepsake, treasures",109,128,"handmade, happy, artisan, stunning, happiness, handcrafted, proud, creating, inspired, culture",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B07Z4512LF,NOVICA Artisan Handcarved Wood Sculpture Suar Parents Newborn Family Brown Indonesia Mother Child Modern [12in H x 4.9in W x 2in D] ' Infant Love',25,74,8,2,TRUE,TRUE,"artisans, novica, world, love, artisan, customers, handmade, better, time, item, where, visit, store, what, wood, suar, mission, happy, products, page, create, future, unique, honored, decorative, wall, less, works, quality, handcarved",132,193,"love, artisan, handmade, better, mission, happy, create, unique, quality, family, happiness, improve, impact, dream, stories",TRUE,TRUE,TRUE,3,Sculpture,Basic Item,,
B01FT8UT08,NOVICA Artisan Handmade Amethyst Anklet Thai Sterling Silver Artisan Crafted Purple Charm Thailand Birthstone [pendant(s) 0.2 in L x 0.9 in W 9.75 in L 2 mm W] ' Light',30,54,7,0,FALSE,FALSE,"crafted, novica, artisan, handmade, anklet, sterling, silver, thailand, hand, jantana, own, work, designs, amethyst, thai, purple, charm, birthstone, pendant, light, works, together, talented, artists, artisans, designers, around, world, produce, stunning",69,83,"crafted, artisan, handmade, stunning, happiness, happy, delightful, original, family, dream",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,5,1
B01JJULLAO,NOVICA Artisan Handmade Garnet Floral Brooch Pin Sterling Silver from India Red Birthstone [2 in L x 0.8 in W] ' Floral Passion',23,99,7,1,TRUE,TRUE,"brooch, pin, sterling, silver, novica, handmade, garnet, floral, passion, designs, artisan, india, red, birthstone, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures, mantra, spread, happiness, rest",70,84,"handmade, passion, artisan, stunning, happiness, happy, crafted, inspired, natural, journey",TRUE,FALSE,FALSE,4,Jewelry,Basic Item,,
B0751ZXQC9,NOVICA Artisan Handmade Sterling Silver Band Ring Leaf Tree No Stone Indonesia [band Width 8 mm W] 'Flourishing Foliage',19,41,8,1,TRUE,TRUE,"band, novica, artisan, handmade, sterling, silver, ring, leaf, tree, stone, indonesia, width, flourishing, foliage",14,15,"artisan, handmade",TRUE,FALSE,FALSE,73,Jewelry,Child,4.5,415
B075298YVD,NOVICA Artisan Handmade Amethyst Cocktail Ring .925 Sterling Silver from Bali Purple Single Stone Indonesia Birthstone 'Kintamani Twilight',18,144,6,0,FALSE,FALSE,"sterling, silver, novica, handmade, amethyst, cocktail, ring, 925, bali, twilight, over, artisan, purple, single, stone, indonesia, birthstone, kintamani, works, together, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures",60,73,"handmade, artisan, stunning, happiness, happy",TRUE,FALSE,FALSE,1,Jewelry,Child,5,1
B07YSVKFLR,NOVICA Artisan Handmade Carnelian Ring Sterling Silver Red Single Stone Indonesia Birthstone [band Width 3 mm W Crownbezel 0.9 in L x 0.6 in W x 0.2 in H] ' Fire and Courage',33,43,8,1,TRUE,TRUE,"novica, artisan, handmade, carnelian, ring, sterling, silver, red, single, stone, indonesia, birthstone, band, width, crownbezel, fire, courage",17,17,"artisan, handmade",TRUE,FALSE,FALSE,9,Jewelry,Child,4.3,67
B0043I4A2Y,NOVICA Artisan Handmade .925 Sterling Silver Mate Gourd Heart Necklace Peruvian Shaped Pendant Bird Earthtone Toasted Almond Iced Coffee Animal Themed 'Lovebird Romance',23,89,8,1,TRUE,TRUE,"novica, artisan, handmade, 925, sterling, silver, mate, gourd, heart, necklace, peruvian, shaped, pendant, bird, earthtone, toasted, almond, iced, coffee, animal, themed, lovebird, romance",23,23,"artisan, handmade",TRUE,FALSE,FALSE,4,Jewelry,Basic Item,4,5
B01D3OI8CQ,NOVICA Artisan Handmade Cultured Pearl Amethyst Pendant Necklace with Cross Sterling Silver White Purple India Spiritual Birthstone [17.75 in L 2 mm W Pendant(s) 1.7 in L x 1 in W x 0.2 in D] ',36,57,9,0,FALSE,FALSE,"pendant, novica, handmade, amethyst, cross, sterling, silver, purple, india, stunning, neeru, goel, her, jewelry, grandmother, artisan, cultured, pearl, necklace, white, spiritual, birthstone, works, together, talented, artists, artisans, designers, around, world",75,92,"handmade, stunning, artisan, happiness, happy, passion",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,,
B094N2TQNF,NOVICA Artisan Handmade African Wood Mask Spotted in Orange from Ghana Black Masks Ghanaian [14.25in H x 6in W x 2.4in D] ' Nhyira Dots',25,,7,1,TRUE,TRUE,"artisans, novica, world, handmade, wood, time, mask, happy, customers, better, who, item, hand, where, love, visit, store, wall, what, works, salihu, african, orange, black, masks, ghanaian, nhyira, mission, spread, happiness",208,295,"handmade, happy, better, love, mission, happiness, dream, create, unique, artisan, improve, impact, stories, respect, empower",TRUE,TRUE,TRUE,1,Masks,Basic Item,5,2
B09T6VZQBT,NOVICA Artisan Handmade Gold Accented Sterling Silver Halfhoop Earrings Curl Pattern No Stone Indonesia [0.6 in L x 0.2 in W x 0.5 in D] ' Curling Paths',28,57,9,0,FALSE,FALSE,"sterling, silver, novica, handmade, gold, earrings, curling, together, bali, where, jewelry, artisan, accented, halfhoop, curl, pattern, stone, indonesia, paths, works, talented, artists, artisans, designers, around, world, produce, stunning, keepsake, treasures",105,118,"handmade, artisan, stunning, happiness, happy, handcrafted, elegant, village, local, traditional",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B06XHKRG2X,"NOVICA Heart Shaped Glass Wood Wall Mounted Mirror, Black and Red, Contours of Love'",14,,6,1,TRUE,TRUE,"artisans, novica, world, love, heart, wood, wall, mirror, customers, better, where, visit, store, what, glass, black, red, mission, happy, handmade, products, page, create, future, time, hand, unique, decorative, less, makes",149,218,"love, better, mission, happy, handmade, create, unique, fair, trade, artisan, quality, happiness, improve, impact, dream",TRUE,TRUE,TRUE,1,Mirrors,Basic Item,,
B085626167,NOVICA Artisan Handmade Men's .925 Sterling Silver Band Ring Indonesia Animal Themed Balinese Traditional Dragon 'Barong Hero',17,107,8,1,TRUE,TRUE,"sterling, silver, balinese, barong, rena, novica, handmade, men, 925, ring, traditional, his, nyoman, began, artisan, band, indonesia, animal, themed, dragon, hero, works, together, talented, artists, artisans, designers, around, world, produce",90,109,"handmade, traditional, artisan, stunning, happiness, happy, beloved, village",TRUE,TRUE,FALSE,1,Jewelry,Child,5,4
B016QXJIC0,NOVICA Artisan Handmade Sterling Silver Toe Rings | Bohemian Toe Ring | Adjustable Toe Rings | Twist Toe Ring | Swirl Toe Ring | Wrap Around Toe Ring | Minimalist Toe Ring | Indian Toe Rings,36,29,8,1,TRUE,TRUE,"toe, ring, rings, novica, artisan, handmade, sterling, silver, bohemian, adjustable, twist, swirl, wrap, around, minimalist, indian",16,29,"artisan, handmade",TRUE,FALSE,FALSE,113,Jewelry,Basic Item,4.2,108
B0752BDC9Q,NOVICA Artisan Handmade Sterling Silver Meditation Spinner Ring Copper Brass Textured India Bohemian [Band Width 14 mm W] 'Five Senses',20,79,8,1,TRUE,TRUE,"novica, artisan, handmade, sterling, silver, meditation, spinner, ring, copper, brass, textured, india, bohemian, band, width, five, senses",17,17,"artisan, handmade",TRUE,FALSE,FALSE,6,Jewelry,Child,4.2,366
B01D93P40K,NOVICA Artisan Handmade Amethyst Cultured Pearl Cuff Bracelet Floral 925 Silver with Amethysts Pearls Sterling Freshwater Purple White Indonesia Birthstone [5.5 in L (end to End) x 1.3 in W] ',31,249,8,1,TRUE,TRUE,"end, novica, artisan, handmade, amethyst, cultured, pearl, cuff, bracelet, floral, 925, silver, amethysts, pearls, sterling, freshwater, purple, white, indonesia, birthstone",20,21,"artisan, handmade",TRUE,FALSE,FALSE,13,Jewelry,Basic Item,3.6,12
B01MSIMD5O,NOVICA Artisan Crafted Sterling Silver Reflecting Pond Dangle Earrings | Lapis Lazuli Gemstone | French Wire Hook | Brass Silver | Hypoallergenic Jewelry | Lead & Nickel Free | Thailand ' Early Sun',33,39,8,1,TRUE,TRUE,"silver, novica, artisan, crafted, sterling, reflecting, pond, dangle, earrings, lapis, lazuli, gemstone, french, wire, hook, brass, hypoallergenic, jewelry, lead, nickel, free, thailand, early, sun",24,25,"artisan, crafted",TRUE,FALSE,FALSE,2,Jewelry,Basic Item,5,2
B06XPNL9WN,NOVICA Artisan Handmade Cotton Napkins Striped 100 from Guatemala Set of 6 Blue Ivory Tableware Linens Rings Woven [ 21.25in L x 20.5in W] ' Peaceful Stripes' Set of 6,30,74,8,2,TRUE,TRUE,"novica, artisan, handmade, cotton, 100, set, item, quality, napkins, striped, guatemala, blue, ivory, tableware, linens, rings, woven, 25in, 5in, peaceful, stripes, size, each, artisans, using, time, honored, traditional, methods, includes",43,53,"artisan, handmade, quality, traditional, authentic, crafted, exceptional, craftsmanship",TRUE,TRUE,FALSE,3,Tableware & Entertaining,Basic Item,,
B00OV38NM4,"NOVICA Handmade Felted Wool Woodland Bird Tree Topper Ornament, 'Robin Delight'",11,19,7,2,TRUE,TRUE,"tree, wool, novica, topper, bird, top, artist, handmade, holiday, india, happiness, artisans, robin, bringing, renu, rani, designed, felt, crafted, customers, cheerful, little, perch, atop, christmas, season, joy, off, white, red",213,322,"handmade, happiness, designed, crafted, joy, empower, impact, delight, artisan, celebrate, masterpiece, creative, handcrafted, empowering, local",TRUE,TRUE,FALSE,45,Holiday Decor & Ornaments,Basic Item,4.1,70
B07Z439T84,NOVICA Handmade Amethyst Chain Bracelet Heartshaped from Bali .925 Sterling Silver Charm Indonesia Birthstone Gemstone 'Three Times the Love',19,217,8,0,FALSE,FALSE,"silver, bracelet, sterling, charm, novica, handmade, amethyst, chain, bali, three, artisans, world, wayan, asmana, craft, trade, heartshaped, 925, indonesia, birthstone, gemstone, times, love, works, together, talented, artists, designers, around, produce",88,109,"handmade, trade, love, stunning, happiness, happy, create, beautiful, impact",TRUE,FALSE,TRUE,1,Jewelry,Basic Item,5,1
B07Z453T12,NOVICA Artisan Handmade Jade Dangle Earrings Floral Lilac from Guatemala Sterling Silver [1.4 in L x 0.6 in W x 0.3 in D] ' Lilac Gerbera',26,99,8,0,FALSE,FALSE,"guatemala, pieces, lilac, jade, silver, beauty, began, dad, novica, artisan, handmade, dangle, earrings, sterling, gerbera, together, world, guatemalan, nicte, flower, designs, brazil, living, people, when, creating, floral, works, talented, artists",124,163,"artisan, handmade, creating, stunning, happiness, happy, crafted, natural, quality, innovative, journey, wonderful, handcrafted, dedication, love",TRUE,FALSE,FALSE,1,Jewelry,Basic Item,,
B06XHPX7XN,NOVICA Artisan Multigemstone Dangle Earrings Cultured Pearl and from India Sterling Silver Amethyst Garnet Peridot Green Multicolor Purple White Birthstone [1.8 in L x 0.6 in W x 0.2 in D] ' Crowned,33,109,8,0,FALSE,FALSE,"earrings, novica, dangle, cultured, india, sterling, silver, amethyst, garnet, peridot, crowned, neeru, goel, her, jewelry, grandmother, artisan, multigemstone, pearl, green, multicolor, purple, white, birthstone, works, together, talented, artists, artisans, designers",84,102,"artisan, green, stunning, handmade, happiness, happy, detailed, passion",TRUE,FALSE,FALSE,4,Jewelry,Basic Item,5,2
B072KM2BFD,NOVICA Artisan Ebony Wood Dangle Earrings Ankh Cross from Ghana Cultural [2 in L x 1.2 in W x 0.4 in D] ' Life Ankhs',25,37,9,0,FALSE,FALSE,"wood, earrings, ghana, school, novica, ebony, dangle, life, ankhs, works, ears, robert, lanyo, carver, craft, taught, had, also, own, artisan, ankh, cross, cultural, together, talented, artists, artisans, designers, around, world",105,128,"artisan, cultural, stunning, handmade, happiness, happy, handcrafted, natural, elegant, family, help, create",TRUE,TRUE,FALSE,3,Jewelry,Basic Item,,
B09T6XCGC7,NOVICA Handmade Glass Beaded Strand Necklace Brown Turquoise Blue Long Guatemala Geometric [30 in Inner Circ. x 1 in W] 'Harmonious Elegance in Brown',24,,9,0,FALSE,FALSE,"handmade, necklace, brown, novica, glass, beaded, strand, turquoise, blue, guatemala, geometric, together, artisans, world, everything, patterns, beads, angelina, roquel, make, learned, who, art, able, like, products, long, inner, circ, harmonious",121,150,"handmade, stunning, happiness, happy, create, love, artisan, family, families",TRUE,TRUE,FALSE,2,Jewelry,Basic Item,5,
B014HL94KY,"NOVICA Hummingbird and Red Flower Painted Steel Cutout Indoor Outdoor Wall Art, 'Exotic Nectar in Red'",16,47,6,2,TRUE,TRUE,"novica, red, steel, product, quality, hummingbird, flower, painted, cutout, indoor, outdoor, wall, art, exotic, nectar, size, authentic, original, fair, trade, association, national, geographic, certified, comes, official, story, card, certifying, authenticity",35,41,"quality, authentic, original, fair, trade, certified, story, exceptional, artisan",TRUE,FALSE,TRUE,5,Wall Decor,Basic Item,4.6,35
B081FLT5L6,NOVICA Artisan Handmade Ceramic Wall Sculpture Handpainted Tree Frog from Mexico Multicolor Decor Art Floral Talavera Turtlefrog [14in H x 18in W x 3.6in D] ' Vibrant Frog',28,26,7,1,TRUE,TRUE,"artisans, novica, world, handmade, wall, item, artisan, frog, love, ceramic, vibrant, happy, customers, better, time, where, visit, store, what, works, crafted, quality, ponce, sculpture, tree, decor, talavera, mission, spread, happiness",172,267,"handmade, artisan, love, happy, better, crafted, quality, mission, happiness, create, unique, improve, impact, dream, stories",TRUE,TRUE,TRUE,9,Wall Decor,Basic Item,5,1
